交通調査基本区間番号,路線名,起点側／路線名等,終点側／路線名等,市区町村コード,自動車専用道路の別,区間延長（ｋｍ）,上り／交通量観測地点地名,上り／２４時間自動車類交通量／合計（台）,下り／交通量観測地点地名,下り／２４時間自動車類交通量／合計（台）,２４時間自動車類交通量（上下合計）／合計（台）,昼夜率,混雑度,朝夕（混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,幅員構成／道路部幅員（ｍ）,指定最高速度（ｋｍ／ｈ）
31400500110,東伯関金線,倉吉江府溝口線,倉吉江府溝口線,31203,0,0.1,,,,,,,,13.6,23.7,17,50
31400500120,東伯関金線,倉吉江府溝口線,一般国道３１３号,31203,0,0.7,,,,,,,,36,30.8,17,50
31400510010,倉吉川上青谷線,三朝東郷線,倉吉川上青谷線,31370,0,5.1,鳥取県東伯郡湯梨浜町高辻,283,鳥取県東伯郡湯梨浜町高辻,281,564,1.15,0.1,43.4,44.9,9.5,60
31400510020,倉吉川上青谷線,倉吉川上青谷線,鉢伏川上線,31370,0,0.2,鳥取県東伯郡湯梨浜町高辻,283,鳥取県東伯郡湯梨浜町高辻,281,564,1.15,0.1,25.3,24.2,9.5,60
31400510030,倉吉川上青谷線,鉢伏川上線,湯梨浜町・鳥取市境,31370,0,0,鳥取県東伯郡湯梨浜町高辻,283,鳥取県東伯郡湯梨浜町高辻,281,564,1.15,3.12,23.8,6.2,5.5,40
31400510040,倉吉川上青谷線,湯梨浜町・鳥取市境,泊絹見青谷線,31201,0,10.4,鳥取市青谷町鳴滝,432,鳥取市青谷町鳴滝,440,872,1.16,0.09,42.8,46.6,10.75,40
31400510050,倉吉川上青谷線,泊絹見青谷線,青谷停車場井手線,31201,0,0.6,鳥取市青谷町鳴滝,432,鳥取市青谷町鳴滝,440,872,1.16,0.1,44.5,53.5,9.5,50
31400510060,倉吉川上青谷線,青谷停車場井手線,青谷停車場井手線,31201,0,0.3,,507,,534,1041,1.16,0.17,19.3,27.6,9.5,50
31400510070,倉吉川上青谷線,青谷停車場井手線,青谷停車場井手線,31201,0,0.1,,507,,534,1041,1.16,1.46,16.3,16.1,6,30
31400510080,倉吉川上青谷線,青谷停車場井手線,青谷駅前１号線,31201,0,0.2,,507,,534,1041,1.16,1.46,11.9,22.5,6,30
31400510090,倉吉川上青谷線,青谷駅前１号線,一般国道９号,31201,0,0.6,,507,,534,1041,1.16,1.46,17,22.2,6,30
31400510110,倉吉川上青谷線,倉吉川上青谷線,,31370,0,0.2,,374,,357,731,1.16,0.11,22.5,21.2,7,60
31400520010,岸本江府線,名和岸本線,大山寺岸本線,31390,0,0.9,,123,,122,245,1.12,0.05,53.6,46.1,8,50
31400520020,岸本江府線,大山寺岸本線,倉吉江府溝口線,31390,0,2.4,西伯郡伯耆町大内,122,西伯郡伯耆町大内,137,259,1.14,0.09,40.6,39.9,8,50
31400520030,岸本江府線,倉吉江府溝口線,大滝白水線,31390,0,8.1,西伯郡伯耆町大内,122,西伯郡伯耆町大内,137,259,1.14,0.09,50.3,45.3,8,50
31400520040,岸本江府線,大滝白水線,伯耆町・江府町境,31390,0,1.2,,125,,118,243,1.12,0.03,47.3,41.9,8.5,50
31400520050,岸本江府線,伯耆町・江府町境,一般国道１８１号,31403,0,7.8,日野郡江府町大満,180,日野郡江府町大満,134,314,1.15,0.05,49,51.1,11.75,30
31400530010,淀江岸本線,一般国道９号,一般国道９号（米子道路）,31202,0,2.4,米子市淀江町中間,3042,米子市淀江町中間,2784,5826,1.21,0.5,37.4,39.2,14,50
31400530020,淀江岸本線,一般国道９号（米子道路）,米子大山線,31202,0,0.5,,4208,,4023,8231,1.23,0.66,21.7,27,14,50
31400530040,淀江岸本線,米子大山線,米子丸山線,31202,0,2.4,,4010,,4094,8104,1.23,0.78,40.5,41.8,9.5,50
31400530050,淀江岸本線,米子丸山線,米子市・伯耆町境,31202,0,0.9,,4583,,4387,8970,1.24,0.85,31.6,35.4,9.5,50
31400530060,淀江岸本線,米子市・伯耆町境,一般国道１８１号,31390,0,1.4,,4583,,4387,8970,1.24,0.88,44.8,33.9,10.3,50
31400540010,豊房御来屋線,赤碕大山線,豊房名和線,31386,0,0.5,,335,,383,718,1.16,0.15,37.5,45.7,7.5,40
31400540015,豊房御来屋線,豊房名和線,淀江琴浦線,31386,0,7.2,,335,,383,718,1.16,0.15,49.7,48.8,7.5,40
31400540020,豊房御来屋線,淀江琴浦線,一般国道９号,31386,0,2.8,,335,,383,718,1.16,0.15,49.7,48.7,7.5,40
31400720010,若桜下三河線,一般国道２９号,,31325,0,5.3,八頭郡若桜町岩屋堂,167,八頭郡若桜町岩屋堂,165,332,1.15,0.05,31.8,30,7.4,60
31601020070,米子広瀬線,一般国道１８１号,米子停車場線,31202,0,0.7,,12344,,12984,25328,1.29,1.64,12.5,20.3,18,40
31601020060,米子広瀬線,米子停車場線,市道,31202,0,0.7,,12344,,12984,25328,1.29,1.34,17.5,21.4,19.8,40
31601020050,米子広瀬線,市道,市道,31202,0,0.3,,7420,,8445,15865,1.27,0.83,20.8,25.7,20,40
31601020040,米子広瀬線,市道,岩屋谷米子線,31202,0,1.5,米子市奥谷,5203,米子市奥谷,4807,10010,1.25,0.99,30.1,38.9,10,40
31601020030,米子広瀬線,岩屋谷米子線,米子岸本線,31202,0,1.1,,7134,,6432,13566,1.26,1.25,30.2,33.9,10,40
31601020015,米子広瀬線,米子岸本線,米子岸本線,31202,0,0.5,,1630,,1249,2879,1.22,0.37,39.7,33.3,10,40
31601020020,米子広瀬線,米子岸本線,一般国道１８０号,31202,0,0.9,,1630,,1249,2879,1.22,0.37,37.5,38.7,10,40
31601020010,米子広瀬線,一般国道１８０号,米子広瀬線,31202,0,1.5,,1550,,1147,2697,1.22,0.35,42,49.9,10,40
